Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,employee_id
37,0,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7,285
30,1,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,732
37,0,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,No,13,3,3,0,19,4,2,10,0,4,7,1280
45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,141
34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,1146
31,0,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,No,21,4,2,0,10,6,3,10,8,8,7,1389
31,1,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,132
21,1,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,357
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,747
28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,764
21,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2,496
47,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,1194
31,0,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6,950
33,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2,990
49,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,473
38,0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,168
52,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,806
30,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,173
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,401
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,765
37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3,577
34,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,1212
25,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2,1021
18,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,0,972
52,0,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16,561
29,0,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,No,14,3,4,1,11,5,3,11,10,4,1,227
50,0,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2,183
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,1,12,2,3,10,9,0,8,704
18,0,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,No,16,3,3,0,0,4,1,0,0,0,0,1311
34,0,Non-Travel,1065,Sales,23,4,Marketing,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,No,20,4,3,0,10,2,3,9,5,8,7,46
24,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,479
44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,857
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,772
30,0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,782
33,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,1210
49,0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7,1054
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,441
42,1,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2,547
30,0,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,No,21,4,1,1,6,3,4,5,3,1,3,1064
34,0,Travel_Rarely,628,Research & Development,8,3,Medical,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,No,12,3,1,0,6,3,4,4,3,1,2,1469
33,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3,655
44,0,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,1078
35,0,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,1100
40,0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,684
41,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10,538
29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,825
35,0,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Yes,16,3,3,0,9,2,3,9,0,1,7,1450
41,1,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,No,12,3,4,0,23,0,3,22,15,15,8,45
33,0,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,No,12,3,3,3,1,2,2,1,1,0,0,1415
56,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,19717,4022,6,No,14,3,1,0,36,4,3,7,3,7,7,956
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7,594
27,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2,1317
21,1,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,No,19,3,1,0,1,3,2,1,0,0,0,663
37,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0,522
25,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2,993
27,0,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7,554
38,0,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,518
39,0,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,0,9,3,3,2,0,2,2,1079
37,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0,250
41,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6,535
33,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,455
21,0,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,274
38,0,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,No,12,3,1,1,20,3,3,18,16,1,11,1430
42,0,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,No,22,4,2,3,7,6,2,5,3,0,4,1263
36,0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,No,22,4,2,0,5,3,3,5,4,0,2,1383
46,0,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,No,14,3,3,1,12,4,2,9,8,4,7,1322
49,0,Travel_Frequently,1023,Sales,2,3,Medical,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,No,14,3,4,0,17,3,2,9,6,0,8,1468
35,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,No,11,3,1,1,16,2,4,1,0,0,0,557
39,0,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2,240
26,0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,1118
35,0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,840
42,0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,799
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,773
32,1,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Yes,24,4,3,0,1,2,1,1,0,0,1,656
22,0,Non-Travel,1123,Research & Development,16,2,Medical,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Yes,13,3,2,2,1,2,2,1,0,0,0,17
38,0,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,No,15,3,1,2,16,3,3,15,13,5,8,1416
23,0,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,1238
31,0,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,310
28,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,1283
52,1,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,749
27,0,Travel_Rarely,155,Research & Development,4,3,Life Sciences,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Yes,20,4,2,1,6,0,3,6,2,0,3,1467
59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,897
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,686
28,0,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,No,25,4,3,1,3,3,3,3,2,1,2,1307
33,0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,1253
25,0,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,3,No,11,3,3,3,7,6,2,3,2,1,2,965
26,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Yes,13,3,3,1,1,3,2,1,0,1,0,1349
33,0,Travel_Frequently,430,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,No,14,3,1,2,5,2,3,4,3,0,3,1047
43,0,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,2,5,Manager,3,Married,19392,22539,7,No,13,3,4,0,21,2,3,16,12,6,14,1330
49,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,899
30,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4,214
33,0,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Yes,11,3,3,0,8,3,3,8,7,3,0,3
54,0,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,No,11,3,3,2,9,6,2,4,3,2,3,1397
45,0,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,334
24,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0,586
51,0,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,No,14,3,2,0,8,6,2,7,0,7,7,930
31,1,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,259
38,0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,No,12,3,3,2,17,6,2,16,10,5,13,223
38,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12,578
41,0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,459
34,0,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12,1048
38,0,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,471
35,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,1232
37,0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,795
25,0,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Yes,22,4,2,1,6,3,2,5,3,0,4,1433
30,0,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,1141
36,0,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,No,16,3,3,2,12,1,1,4,2,1,3,1355
43,0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,333
33,0,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8,908
31,0,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2,1341
38,0,Travel_Rarely,345,Sales,10,2,Life Sciences,1,Female,100,3,2,Sales Executive,4,Married,5343,5982,1,No,11,3,3,1,10,1,3,10,7,1,9,1451
26,0,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,No,13,3,1,0,5,4,3,5,3,1,2,1309
39,0,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,326
44,0,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4,543
26,1,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4,1297
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,729
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,763
34,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,822
27,1,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,2863,19555,1,No,12,3,1,0,1,2,3,1,0,0,0,1379
31,0,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2,292
50,1,Travel_Rarely,869,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2,36
35,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1,961
40,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,1164
27,0,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,1248
50,1,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,801
32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,1226
45,0,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,No,12,3,3,0,12,3,3,4,2,0,3,1362
43,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,1216
32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,850
37,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,1211
38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,416
40,0,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,1098
33,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,514
29,1,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Yes,14,3,2,3,4,3,4,2,2,2,2,1442
45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,268
